	EF1	EF2	EH1	EH2
Cluster-4077.0	3	1	9	4
Cluster-4078.0	4	8	17	8
Cluster-4079.0	1	3	3	5
Cluster-4080.0	2	3	6	4
Cluster-4081.0	1	2	4	5
Cluster-4082.0	2	8	4	1
Cluster-4083.0	1	3	4	3
Cluster-4084.0	1	0	3	7
Cluster-4085.0	2	4	3	7
Cluster-4086.0	3	1	8	2
Cluster-4087.0	1	3	9	0
Cluster-4088.0	3	5	1	5
Cluster-4089.0	1	2	6	6
Cluster-4090.0	6	7	15	12
Cluster-4091.0	2	4	5	5
Cluster-4092.0	3	2	4	15
Cluster-4093.0	4	9	3	6
Cluster-4093.1	2	9	5	4
Cluster-4094.0	1	0	5	5
Cluster-4095.0	3	4	6	2
Cluster-4096.0	9	9	26	26
Cluster-4097.0	1	5	3	3
Cluster-4098.0	4	2	10	27
Cluster-4099.0	1	1	6	5
Cluster-4100.0	1	4	4	6
Cluster-4101.0	3	2	8	3
Cluster-4102.0	1	3	3	5
Cluster-4103.0	1	2	8	8
Cluster-4104.0	2	1	6	7
Cluster-4105.0	6	7	11	12
Cluster-4106.0	2	2	3	4
Cluster-4107.0	4	1	5	3
Cluster-4108.0	84	92	109	110
Cluster-4109.0	3	2	2	6
Cluster-4110.0	1	0	10	9
Cluster-4111.0	1	1	2	8
Cluster-4112.0	1	8	2	3
Cluster-4113.0	2	5	3	2
Cluster-4114.0	2	1	7	5
Cluster-4115.0	2	8	8	13
Cluster-4116.0	2	1	6	5
Cluster-4117.0	1	1	3	6
Cluster-4118.0	1	3	5	5
Cluster-4119.0	2	1	6	2
Cluster-4120.0	2	5	6	6
Cluster-4121.0	4	6	3	2
Cluster-4122.0	3	2	5	2
Cluster-4123.0	18	25	37	26
Cluster-4124.0	2	3	6	0
Cluster-4125.0	2	4	1	5
Cluster-4126.0	1	4	6	1
Cluster-4127.0	1	6	4	5
Cluster-4128.0	4	9	10	9
Cluster-4129.0	2	5	3	4
Cluster-4130.0	3	3	5	4
Cluster-4131.0	2	6	7	7
Cluster-4132.0	3	3	7	1
Cluster-4133.0	1	3	2	9
Cluster-4134.0	1	2	6	4
Cluster-4135.0	2	1	2	6
Cluster-4136.0	2	5	8	4
Cluster-4137.0	4	6	4	4
Cluster-4138.0	3	8	12	6
Cluster-4139.0	1	3	7	5
Cluster-4140.0	1	6	8	8
Cluster-4141.0	1	1	10	7
Cluster-4142.0	1490	1625	1482	1584
Cluster-4143.0	3	2	8	2
Cluster-4144.0	2	2	11	7
Cluster-4145.0	1	3	3	4
Cluster-4146.0	3	8	9	9
Cluster-4147.0	2	3	2	9
Cluster-4148.0	1	1	8	1
Cluster-4149.0	1	3	3	5
Cluster-4150.0	1	3	5	4
Cluster-4151.0	1	7	5	6
Cluster-4152.0	2	7	11	8
Cluster-4153.0	1	3	3	4
Cluster-4154.0	1	4	6	6
Cluster-4155.0	3	2	6	9
Cluster-4156.0	1	2	6	2
Cluster-4157.0	1	3	5	5
Cluster-4158.0	1	2	6	4
Cluster-4159.0	2	5	2	8
Cluster-4160.0	3	1	7	5
Cluster-4161.0	3	2	2	4
Cluster-4162.0	1	2	5	6
Cluster-4163.0	1	1	9	9
Cluster-4164.0	1	1	5	7
Cluster-4165.0	1	2	4	5
Cluster-4166.0	3	4	4	1
Cluster-4167.0	1	3	8	3
Cluster-4168.0	2	6	4	3
Cluster-4169.0	2	1	3	5
Cluster-4170.0	3	1	4	8
Cluster-4171.0	3	2	8	2
Cluster-4172.0	7	6	4	8
Cluster-4173.0	3	8	68	52
Cluster-4174.0	3	8	10	15
Cluster-4175.0	2	5	4	0
Cluster-4176.0	1	1	7	5
Cluster-4177.0	4	1	7	5
Cluster-4178.0	1	4	5	4
Cluster-4179.0	47	45	35	34
Cluster-4180.0	2	5	4	8
Cluster-4181.0	4	3	8	7
Cluster-4182.0	6	4	4	4
Cluster-4183.0	9	13	20	18
Cluster-4184.0	4	7	12	6
Cluster-4185.0	1	6	2	4
Cluster-4186.0	1	3	6	5
Cluster-4187.0	4	2	4	7
Cluster-4188.0	1	1	8	6
Cluster-4189.0	3	1	10	6
Cluster-4190.0	2	3	5	3
Cluster-4191.0	2	4	4	3
Cluster-4192.0	1	1	6	5
Cluster-4193.0	2	2	5	5
Cluster-4194.0	2	5	3	6
Cluster-4195.0	2	8	3	7
Cluster-4196.0	4	6	1	2
Cluster-4197.0	6	2	6	5
Cluster-4198.0	2	5	0	4
Cluster-4199.0	1	6	3	4
Cluster-4200.0	2	2	4	5
Cluster-4201.0	1	1	5	4
Cluster-4202.0	1	4	2	4
Cluster-4203.0	2	3	3	5
Cluster-4204.0	3	4	13	16
Cluster-4205.0	2	2	14	12
Cluster-4206.0	3	2	21	9
Cluster-4207.0	1	1	5	4
Cluster-4208.0	1	0	5	7
Cluster-4209.0	1	1	31	12
Cluster-4210.0	2	2	6	3
Cluster-4211.0	1	1	3	6
Cluster-4212.0	2	1	3	6
Cluster-4213.0	1	3	5	5
Cluster-4214.0	1	4	2	6
Cluster-4215.0	1	1	5	4
Cluster-4216.0	2	2	2	8
Cluster-4217.0	2	0	7	4
Cluster-4218.0	1	3	11	4
Cluster-4219.0	3	12	10	16
Cluster-4220.0	3	2	7	2
Cluster-4221.0	4	4	4	7
Cluster-4222.0	2	1	5	5
Cluster-4223.0	2	1	3	5
Cluster-4224.0	2	2	6	5
Cluster-4225.0	2	1	4	6
Cluster-4226.0	1	0	6	4
Cluster-4227.0	1	0	2	8
Cluster-4228.0	4	4	4	12
Cluster-4229.0	1	1	5	4
Cluster-4230.0	1	0	6	5
Cluster-4231.0	1	3	3	5
Cluster-4232.0	2	4	5	3
Cluster-4233.0	1	3	9	16
Cluster-4234.0	2	8	3	2
Cluster-4235.0	1	3	5	4
Cluster-4236.0	2	1	14	3
Cluster-4237.0	3	5	5	2
Cluster-4238.0	1	3	7	5
Cluster-4239.0	2	5	16	9
Cluster-4240.0	1	2	5	3
Cluster-4241.0	5	5	7	11
Cluster-4242.0	1	4	2	4
Cluster-4243.0	3	3	5	4
Cluster-4244.0	2	1	5	3
Cluster-4245.0	1	1	4	5
Cluster-4246.0	3	1	5	4
Cluster-4247.0	19	9	13	11
Cluster-4248.0	3	2	1	7
Cluster-4249.0	2	4	3	2
Cluster-4250.0	4	8	7	9
Cluster-4251.0	1	3	4	4
Cluster-4252.0	2	13	12	6
Cluster-4253.0	2	0	8	3
Cluster-4254.0	4	3	5	5
Cluster-4254.1	3	8	8	17
Cluster-4255.0	2	4	4	2
Cluster-4256.0	1	5	3	3
Cluster-4257.0	2	1	10	2
Cluster-4258.0	3	0	6	7
Cluster-4259.0	2	2	8	5
Cluster-4260.0	1	2	2	4
Cluster-4260.1	0	2	7	6
Cluster-4261.0	5	5	11	8
Cluster-4262.0	2	1	5	5
Cluster-4263.0	1	3	4	7
Cluster-4264.0	2	6	2	1
Cluster-4265.0	1	4	10	4
Cluster-4266.0	8	5	9	6
Cluster-4266.1	4	1	7	6
Cluster-4267.0	3	5	6	6
Cluster-4268.0	2	2	4	4
Cluster-4269.0	4	6	22	6
Cluster-4270.0	4	4	6	5
Cluster-4271.0	1	2	6	2
Cluster-4272.0	2	3	7	2
Cluster-4273.0	1	5	6	3
Cluster-4273.1	1	4	1	1
Cluster-4274.0	1	1	15	11
Cluster-4275.0	5	2	3	10
Cluster-4276.0	2	4	9	5
Cluster-4277.0	1	4	2	5
Cluster-4278.0	2	5	7	1
Cluster-4279.0	24	13	16	19
Cluster-4279.1	4	4	7	4
Cluster-4280.0	2	4	9	8
Cluster-4281.0	2	0	6	5
Cluster-4282.0	1	2	1	7
Cluster-4283.0	1	2	4	5
Cluster-4284.0	2	1	5	3
Cluster-4285.0	0	1	3	3
Cluster-4285.1	18	18	24	24
Cluster-4286.0	3	3	3	3
Cluster-4287.0	1	2	5	6
Cluster-4288.0	1	3	9	6
Cluster-4289.0	2	2	6	1
Cluster-4290.0	2	2	6	2
Cluster-4291.0	1	3	5	3
Cluster-4292.0	1	4	5	1
Cluster-4293.0	1	4	13	13
Cluster-4294.0	1	1	12	6
Cluster-4295.0	2	3	5	6
Cluster-4296.0	2	6	4	2
Cluster-4297.0	3	4	3	5
Cluster-4298.0	1	1	11	5
Cluster-4299.0	2	4	2	4
Cluster-4300.0	6	7	7	9
Cluster-4301.0	1	7	5	6
Cluster-4302.0	14	9	24	18
Cluster-4302.1	6	1	11	6
Cluster-4303.0	1	4	2	6
Cluster-4304.0	1	1	9	7
Cluster-4305.0	4	6	3	2
Cluster-4306.0	4	6	10	5
Cluster-4307.0	3	6	4	17
Cluster-4308.0	1	8	4	3
Cluster-4309.0	2	4	4	4
Cluster-4310.0	2	0	4	5
Cluster-4311.0	2	1	9	6
Cluster-4312.0	1	1	6	8
Cluster-4313.0	4	8	14	3
Cluster-4314.0	2	5	5	5
Cluster-4315.0	4	5	8	7
Cluster-4316.0	34	23	81	65
Cluster-4316.1	676	702	1080	923
Cluster-4317.0	5	8	6	9
Cluster-4318.0	2	2	2	5
Cluster-4319.0	1	3	6	3
Cluster-4320.0	1	2	2	6
Cluster-4321.0	9	9	14	4
Cluster-4322.0	1	0	4	6
Cluster-4323.0	2	4	8	4
Cluster-4324.0	2	2	5	2
Cluster-4325.0	348	321	492	476
Cluster-4326.0	2	2	4	3
Cluster-4327.0	1	2	3	2
Cluster-4327.1	3	4	8	3
Cluster-4327.2	3	3	1	5
Cluster-4328.0	9	11	17	25
Cluster-4329.0	1	0	3	8
Cluster-4330.0	2	1	9	12
Cluster-4331.0	4	1	5	3
Cluster-4332.0	1	2	3	5
Cluster-4333.0	4	6	6	9
Cluster-4334.0	2	2	2	5
Cluster-4335.0	2	1	8	5
Cluster-4336.0	4	4	1	4
Cluster-4337.0	3	1	3	5
Cluster-4338.0	3	2	7	5
Cluster-4339.0	1	3	3	4
Cluster-4340.0	2	1	2	7
Cluster-4341.0	3	3	3	2
Cluster-4342.0	2	2	4	3
Cluster-4343.0	11	16	19	14
Cluster-4343.1	15	17	10	15
Cluster-4344.0	2	0	5	11
Cluster-4345.0	15	15	25	20
Cluster-4346.0	3	1	4	4
Cluster-4347.0	81	85	73	72
Cluster-4348.0	3	4	4	4
Cluster-4349.0	7	6	16	9
Cluster-4350.0	2	1	7	2
Cluster-4351.0	2	1	4	4
Cluster-4352.0	3	4	10	5
Cluster-4353.0	1	2	5	3
Cluster-4354.0	3	5	11	7
Cluster-4355.0	1	6	4	14
Cluster-4356.0	3	3	4	7
Cluster-4357.0	1	4	3	6
Cluster-4358.0	1	3	5	5
Cluster-4359.0	3	2	5	4
Cluster-4360.0	2	6	2	8
Cluster-4361.0	1	2	4	5
Cluster-4362.0	2	4	6	4
Cluster-4363.0	3	2	8	5
Cluster-4364.0	3	2	7	13
Cluster-4365.0	22	31	16	11
Cluster-4366.0	2	1	2	6
Cluster-4367.0	1	2	5	4
Cluster-4368.0	1	2	8	2
Cluster-4369.0	2	3	5	3
Cluster-4370.0	3	0	5	4
Cluster-4371.0	2	2	10	10
Cluster-4372.0	2	2	6	3
Cluster-4373.0	23	32	28	23
Cluster-4374.0	1	1	8	2
Cluster-4375.0	1	4	1	5
Cluster-4376.0	2	5	4	1
Cluster-4377.0	1	2	7	3
Cluster-4378.0	2	0	6	8
Cluster-4379.0	172	161	178	159
Cluster-4380.0	1	5	3	2
Cluster-4381.0	3	6	15	12
Cluster-4382.0	2	4	6	1
Cluster-4383.0	3	3	7	4
Cluster-4384.0	1	5	7	7
Cluster-4385.0	2	1	3	5
Cluster-4386.0	1	3	8	3
Cluster-4387.0	2	0	4	5
Cluster-4388.0	3	3	10	3
Cluster-4389.0	1	3	4	6
Cluster-4390.0	1	6	5	6
Cluster-4391.0	1	8	8	6
Cluster-4392.0	1	1	10	7
Cluster-4393.0	1	3	6	5
Cluster-4394.0	4	1	2	7
Cluster-4395.0	3	8	8	7
Cluster-4396.0	2	2	2	6
Cluster-4397.0	1	2	7	4
Cluster-4398.0	2	3	8	10
Cluster-4399.0	2	2	6	2
Cluster-4400.0	1	2	4	5
Cluster-4401.0	2	7	4	6
Cluster-4402.0	1	5	2	3
Cluster-4403.0	1	7	20	12
Cluster-4404.0	2	5	4	3
Cluster-4405.0	2	2	4	4
Cluster-4406.0	2	8	11	7
Cluster-4407.0	1	0	7	6
Cluster-4408.0	1	3	7	3
Cluster-4409.0	2	3	7	5
Cluster-4410.0	4	7	13	13
Cluster-4411.0	3	3	4	2
Cluster-4412.0	1	3	2	5
Cluster-4413.0	3	4	3	9
Cluster-4414.0	1	4	5	6
Cluster-4415.0	2	3	9	4
Cluster-4416.0	2	8	2	7
Cluster-4417.0	1	8	2	1
Cluster-4418.0	4	4	4	1
Cluster-4419.0	2	3	5	1
Cluster-4420.0	2	1	8	3
Cluster-4421.0	28	100	34	30
Cluster-4422.0	3	4	11	3
Cluster-4423.0	1	0	6	4
Cluster-4424.0	18	10	55	42
Cluster-4425.0	3	4	2	5
Cluster-4426.0	1	4	5	2
Cluster-4427.0	2	1	9	3
Cluster-4428.0	3	3	10	3
Cluster-4429.0	1	2	5	4
Cluster-4430.0	41	22	68	49
Cluster-4431.0	2	2	11	6
Cluster-4432.0	1	2	5	5
Cluster-4433.0	1	1	7	5
Cluster-4434.0	2	0	5	5
Cluster-4435.0	1	1	7	3
Cluster-4436.0	1	2	4	5
Cluster-4437.0	2	2	7	3
Cluster-4438.0	3	4	10	8
Cluster-4439.0	1	3	9	3
Cluster-4440.0	2	7	12	2
Cluster-4441.0	3	1	2	5
Cluster-4442.0	1	3	7	1
Cluster-4443.0	1	2	5	4
Cluster-4444.0	1	1	5	4
Cluster-4445.0	4	3	6	2
Cluster-4446.0	1	7	3	3
Cluster-4447.0	1	2	7	4
Cluster-4448.0	3	6	4	4
Cluster-4449.0	3	11	6	7
Cluster-4450.0	4	4	1	5
Cluster-4451.0	2	5	2	2
Cluster-4452.0	2	6	2	4
Cluster-4453.0	1	2	5	6
Cluster-4454.0	1	0	4	7
Cluster-4455.0	2	6	16	4
Cluster-4456.0	2	2	3	5
Cluster-4457.0	1	4	8	3
Cluster-4458.0	1	7	1	3
Cluster-4459.0	4	1	11	7
Cluster-4460.0	1	1	5	4
Cluster-4461.0	1	1	11	3
Cluster-4462.0	2	1	6	2
Cluster-4463.0	1	5	9	0
Cluster-4464.0	2	3	2	4
Cluster-4465.0	3	2	2	5
Cluster-4466.0	2	4	4	3
Cluster-4467.0	2	5	2	5
Cluster-4468.0	1	0	12	2
Cluster-4469.0	1	3	13	17
Cluster-4470.0	1	3	5	7
Cluster-4471.0	1	7	5	0
Cluster-4472.0	3	3	11	11
Cluster-4473.0	2	6	5	9
Cluster-4474.0	3	6	7	7
Cluster-4475.0	5	9	1	5
Cluster-4476.0	1	1	7	2
Cluster-4477.0	1	3	4	4
Cluster-4478.0	1	1	6	5
Cluster-4479.0	5	4	10	10
Cluster-4480.0	3	1	7	2
Cluster-4481.0	2	3	10	16
Cluster-4482.0	5	0	4	6
Cluster-4483.0	2	2	8	7
Cluster-4484.0	1	2	7	4
Cluster-4485.0	1	6	6	4
Cluster-4486.0	4	9	4	5
Cluster-4487.0	2	2	6	2
Cluster-4488.0	1	1	5	7
Cluster-4489.0	3	0	7	1
Cluster-4490.0	3	1	5	5
Cluster-4491.0	2	3	3	5
Cluster-4492.0	2	3	3	4
Cluster-4493.0	6	3	9	5
Cluster-4494.0	1	1	5	7
Cluster-4495.0	1	3	16	14
Cluster-4496.0	1	3	5	3
Cluster-4497.0	1	2	4	6
Cluster-4498.0	4	2	6	6
Cluster-4499.0	1	5	3	4
Cluster-4500.0	1	6	3	3
Cluster-4501.0	3	3	6	2
Cluster-4502.0	2	3	7	3
Cluster-4503.0	3	7	8	6
Cluster-4504.0	3	4	2	6
Cluster-4505.0	2	1	11	20
Cluster-4506.0	3	6	10	8
Cluster-4507.0	5	6	13	6
Cluster-4508.0	1	4	3	3
Cluster-4509.0	3	2	19	14
Cluster-4510.0	1	3	3	4
Cluster-4511.0	1	3	6	2
Cluster-4512.0	4	5	7	5
Cluster-4513.0	2	2	3	4
Cluster-4514.0	2	1	21	14
Cluster-4515.0	2	0	5	4
Cluster-4516.0	3	4	10	8
Cluster-4517.0	1	0	8	5
Cluster-4517.1	3	1	7	6
Cluster-4518.0	7	4	7	2
Cluster-4519.0	3	5	0	4
Cluster-4520.0	2	3	3	6
Cluster-4521.0	2	3	4	3
Cluster-4522.0	2	7	11	10
Cluster-4523.0	3	3	4	4
Cluster-4524.0	3	1	11	10
Cluster-4525.0	3	0	2	7
Cluster-4526.0	2	1	6	5
Cluster-4527.0	3	2	9	0
Cluster-4528.0	5	1	26	25
Cluster-4529.0	1	2	3	5
Cluster-4530.0	2	2	5	6
Cluster-4531.0	2	4	5	4
Cluster-4532.0	3	1	11	3
Cluster-4533.0	4	1	2	4
Cluster-4534.0	2	1	5	7
Cluster-4535.0	1	2	12	5
Cluster-4536.0	2	2	2	9
Cluster-4537.0	1	4	13	1
Cluster-4538.0	2	1	5	6
Cluster-4539.0	3	4	6	3
Cluster-4539.1	6	8	7	4
Cluster-4539.2	446	439	608	630
Cluster-4540.0	3	13	6	5
Cluster-4541.0	2	3	6	5
Cluster-4541.1	5	6	5	6
Cluster-4542.0	1	1	11	9
Cluster-4543.0	3	5	3	5
Cluster-4544.0	49	51	52	36
Cluster-4545.0	1	2	8	3
Cluster-4546.0	3	5	2	3
Cluster-4547.0	3	4	6	2
Cluster-4548.0	1	5	7	3
Cluster-4549.0	2	3	3	6
Cluster-4550.0	1	4	3	4
Cluster-4551.0	1	9	6	8
Cluster-4552.0	3	1	8	6
Cluster-4553.0	2	2	4	6
Cluster-4554.0	1	3	1	8
Cluster-4555.0	2	8	7	5
Cluster-4556.0	2	3	5	5
Cluster-4557.0	2	3	4	4
Cluster-4558.0	1	3	4	4
Cluster-4559.0	3	3	8	9
Cluster-4560.0	1	2	9	8
Cluster-4561.0	3	1	4	6
Cluster-4562.0	1	3	4	6
Cluster-4563.0	1	1	10	4
Cluster-4564.0	2	0	6	3
Cluster-4565.0	1	5	4	4
Cluster-4566.0	1	3	13	4
Cluster-4567.0	4	4	3	5
Cluster-4568.0	1	1	7	4
Cluster-4569.0	1	7	7	9
Cluster-4570.0	2	0	6	3
Cluster-4571.0	2	3	3	3
Cluster-4572.0	1	2	7	5
Cluster-4573.0	2	1	6	3
Cluster-4574.0	3	3	6	7
Cluster-4575.0	2	0	7	3
Cluster-4576.0	1	2	2	6
Cluster-4577.0	10	9	14	8
Cluster-4578.0	3	3	4	10
Cluster-4579.0	4	4	8	1
Cluster-4580.0	1	0	7	4
Cluster-4581.0	1	3	7	4
Cluster-4582.0	12	19	12	13
Cluster-4582.1	2	7	5	4
Cluster-4583.0	1	1	7	4
Cluster-4584.0	14	19	19	18
Cluster-4585.0	3	0	5	6
Cluster-4586.0	2	2	7	4
Cluster-4587.0	4	3	3	1
Cluster-4588.0	3	3	5	4
Cluster-4589.0	1	4	8	6
Cluster-4590.0	4	6	4	3
Cluster-4591.0	2	2	8	3
Cluster-4592.0	4	11	17	6
Cluster-4593.0	2	5	8	5
Cluster-4594.0	2	3	4	2
Cluster-4595.0	3	0	5	9
Cluster-4596.0	2	3	5	7
Cluster-4597.0	4	7	6	10
Cluster-4598.0	2	6	4	6
Cluster-4599.0	1	4	3	3
Cluster-4600.0	1	1	5	6
Cluster-4601.0	1	1	5	6
Cluster-4602.0	1	5	3	2
Cluster-4603.0	1	5	4	3
Cluster-4604.0	2	6	6	5
Cluster-4605.0	2	1	5	7
Cluster-4606.0	2	1	6	6
Cluster-4607.0	4	2	6	7
Cluster-4608.0	4	5	4	3
Cluster-4609.0	5	2	6	6
Cluster-4610.0	2	3	3	3
Cluster-4611.0	1	3	4	4
Cluster-4612.0	2	4	4	9
Cluster-4613.0	2	3	2	4
Cluster-4614.0	3	0	4	6
Cluster-4615.0	1	6	9	4
Cluster-4616.0	2	7	7	7
Cluster-4617.0	1	6	6	7
Cluster-4618.0	3	3	4	6
Cluster-4619.0	2	4	5	1
Cluster-4620.0	2	4	4	1
Cluster-4621.0	1	2	2	7
Cluster-4622.0	1	1	1	8
Cluster-4623.0	1	2	6	4
Cluster-4624.0	2	4	4	5
Cluster-4625.0	1	6	6	3
Cluster-4626.0	2	2	5	2
Cluster-4627.0	1	2	8	9
Cluster-4628.0	2	6	10	12
Cluster-4629.0	3	3	3	9
Cluster-4630.0	4	1	4	2
Cluster-4631.0	4	13	6	10
Cluster-4632.0	1	1	6	6
Cluster-4633.0	1	0	8	3
Cluster-4634.0	4	6	4	3
Cluster-4635.0	2	2	4	3
Cluster-4636.0	3	0	4	4
Cluster-4637.0	1	4	7	8
Cluster-4638.0	4	4	7	2
Cluster-4639.0	2	3	13	13
Cluster-4640.0	1	2	10	2
Cluster-4641.0	2	2	1	6
Cluster-4642.0	3	1	6	1
Cluster-4643.0	1	0	10	2
Cluster-4644.0	2	4	3	6
Cluster-4645.0	1	3	6	5
Cluster-4646.0	1	2	6	2
Cluster-4647.0	2	6	4	3
Cluster-4648.0	2	2	5	2
Cluster-4649.0	1	8	3	5
Cluster-4650.0	1	2	2	7
Cluster-4651.0	3	1	5	2
Cluster-4652.0	1	1	7	4
Cluster-4653.0	3	4	1	5
Cluster-4654.0	3	5	8	6
Cluster-4655.0	2	6	15	5
Cluster-4656.0	2	0	9	4
Cluster-4657.0	3	4	7	3
Cluster-4658.0	2	2	8	8
Cluster-4659.0	3	1	3	5
Cluster-4660.0	41	31	32	35
Cluster-4661.0	3	0	6	4
Cluster-4662.0	2	4	3	4
Cluster-4663.0	2	1	10	8
Cluster-4664.0	1	3	12	4
Cluster-4665.0	4	7	8	1
Cluster-4666.0	3	3	2	7
Cluster-4667.0	1	3	6	3
Cluster-4668.0	2	3	6	3
Cluster-4669.0	1	2	6	2
Cluster-4670.0	4	5	3	3
Cluster-4671.0	2	2	8	3
Cluster-4672.0	4	4	5	3
Cluster-4673.0	1	2	8	2
Cluster-4674.0	1	3	6	5
Cluster-4675.0	2	2	11	7
Cluster-4676.0	4	3	8	5
Cluster-4677.0	4	3	3	1
Cluster-4678.0	13	15	42	42
Cluster-4679.0	1	1	9	2
Cluster-4680.0	2	1	5	4
Cluster-4681.0	1	3	4	3
Cluster-4682.0	4	4	2	1
Cluster-4683.0	1	0	3	8
Cluster-4684.0	2	4	8	1
Cluster-4685.0	2	3	3	6
Cluster-4686.0	1	2	6	5
Cluster-4687.0	3	2	1	8
Cluster-4688.0	1	2	8	4
Cluster-4689.0	2	1	8	6
Cluster-4690.0	2	1	3	8
Cluster-4691.0	1	3	3	4
Cluster-4692.0	4	5	6	11
Cluster-4693.0	2	6	5	3
Cluster-4694.0	1	6	4	2
Cluster-4695.0	12	2	15	45
Cluster-4696.0	2	2	6	6
Cluster-4697.0	1	2	6	3
Cluster-4698.0	1	1	2	7
Cluster-4699.0	1	3	9	5
Cluster-4700.0	2	3	4	5
Cluster-4701.0	2	5	11	9
Cluster-4702.0	1	4	7	7
Cluster-4703.0	1	0	2	5
Cluster-4703.1	11	4	7	5
Cluster-4704.0	6	7	5	4
Cluster-4705.0	1	2	4	5
Cluster-4705.1	2	3	6	2
Cluster-4706.0	4	2	8	7
Cluster-4707.0	2	1	5	7
Cluster-4708.0	1	2	4	4
Cluster-4709.0	1	1	3	6
Cluster-4710.0	12	11	11	16
Cluster-4711.0	2	2	4	5
Cluster-4712.0	3	3	3	3
Cluster-4713.0	1	1	6	6
Cluster-4714.0	1	0	10	4
Cluster-4715.0	1	2	9	4
Cluster-4716.0	3	4	4	3
Cluster-4717.0	1	1	7	2
Cluster-4718.0	3	1	10	2
Cluster-4719.0	2	2	5	2
Cluster-4720.0	3	2	10	8
Cluster-4721.0	4	3	7	10
Cluster-4722.0	2	4	2	6
Cluster-4723.0	1	2	6	4
Cluster-4724.0	3	5	10	11
Cluster-4725.0	1	3	7	1
Cluster-4726.0	3	7	19	17
Cluster-4727.0	2	0	8	2
Cluster-4728.0	1	3	6	4
Cluster-4729.0	3	1	6	8
Cluster-4730.0	3	4	6	2
Cluster-4731.0	2	7	6	5
Cluster-4732.0	591	612	551	591
Cluster-4733.0	5	17	14	14
Cluster-4734.0	2	0	8	5
Cluster-4735.0	2	1	9	4
Cluster-4736.0	1	3	1	6
Cluster-4737.0	2	3	10	7
Cluster-4738.0	2	4	4	8
Cluster-4739.0	1	1	4	5
Cluster-4740.0	1	8	3	7
Cluster-4741.0	1	1	6	4
Cluster-4742.0	3	4	3	3
Cluster-4743.0	1	1	6	5
Cluster-4744.0	2	1	6	4
Cluster-4745.0	1	2	6	2
Cluster-4746.0	1	3	5	2
Cluster-4747.0	14	12	24	10
Cluster-4748.0	1	3	6	2
Cluster-4749.0	1	2	3	7
Cluster-4750.0	2	3	3	3
Cluster-4751.0	7	4	5	4
Cluster-4752.0	1	3	3	4
Cluster-4753.0	1	3	6	9
Cluster-4754.0	3	8	10	6
Cluster-4755.0	1	5	1	4
Cluster-4756.0	1	4	4	2
Cluster-4757.0	2	1	7	4
Cluster-4758.0	2	3	5	5
Cluster-4759.0	4	1	3	5
Cluster-4760.0	1	1	6	6
Cluster-4761.0	1	3	4	4
Cluster-4762.0	2	2	7	6
Cluster-4763.0	3	3	4	1
Cluster-4764.0	2	0	5	6
Cluster-4765.0	2	4	5	3
Cluster-4766.0	2	3	3	3
Cluster-4767.0	1	1	5	5
Cluster-4768.0	3	1	2	10
Cluster-4769.0	5	4	10	5
Cluster-4770.0	3	8	0	2
Cluster-4771.0	3	3	13	6
Cluster-4772.0	1	2	7	5
Cluster-4773.0	1	1	7	8
Cluster-4774.0	3	3	3	8
Cluster-4774.1	6	2	17	5
Cluster-4775.0	1	3	5	2
Cluster-4776.0	4	7	13	8
Cluster-4777.0	4	1	10	6
Cluster-4778.0	2	5	9	3
Cluster-4779.0	4	6	12	4
Cluster-4780.0	2	3	3	4
Cluster-4781.0	3	1	3	5
Cluster-4782.0	2	8	3	4
Cluster-4783.0	2	1	2	7
Cluster-4784.0	3	4	3	5
Cluster-4785.0	2	1	6	9
Cluster-4786.0	2	2	5	2
Cluster-4787.0	1	1	9	5
Cluster-4788.0	3	8	3	1
Cluster-4789.0	4	6	3	8
Cluster-4790.0	5	0	3	3
Cluster-4791.0	1	1	6	3
Cluster-4792.0	6	7	1	1
Cluster-4793.0	2	8	9	5
Cluster-4794.0	2	8	3	5
Cluster-4795.0	2	0	9	5
Cluster-4796.0	1	1	7	2
Cluster-4797.0	2	4	16	8
Cluster-4798.0	1	5	5	5
Cluster-4799.0	3	5	7	1
Cluster-4800.0	2	1	4	5
Cluster-4801.0	3	1	4	3
Cluster-4802.0	1	5	8	3
Cluster-4803.0	2	3	3	3
Cluster-4804.0	1	0	11	1
Cluster-4805.0	1	5	11	6
Cluster-4806.0	2	4	4	3
Cluster-4807.0	3	4	10	10
Cluster-4808.0	1	1	7	2
Cluster-4809.0	1	3	4	3
Cluster-4810.0	4	0	1	8
Cluster-4811.0	1	4	5	5
Cluster-4812.0	1	0	7	9
Cluster-4813.0	3	3	4	4
Cluster-4814.0	2	3	4	4
Cluster-4815.0	2	5	11	5
Cluster-4816.0	2	4	6	4
Cluster-4817.0	1	1	5	4
Cluster-4818.0	3	1	4	3
Cluster-4819.0	6	4	23	10
Cluster-4820.0	4	0	4	3
Cluster-4821.0	3	6	16	4
Cluster-4822.0	3	4	5	4
Cluster-4823.0	2	2	4	9
Cluster-4824.0	2	10	5	1
Cluster-4825.0	2	2	5	2
Cluster-4826.0	2	0	9	6
Cluster-4827.0	2	2	8	5
Cluster-4828.0	4	5	9	10
Cluster-4829.0	3	2	4	8
Cluster-4830.0	1	2	3	5
Cluster-4831.0	1	2	11	8
Cluster-4832.0	1	3	1	8
